"Location","Activity ID","Activity Name","Start Date","Finish Date","Duration"
"SSS","CN-F-Z01.EYD.S14.CW.3247","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-E (Control) to EY05-USS-9 (Control)","2025-11-04","2025-12-04","160"
"SSS","CN-F-Z01.EYD.S14.CW.3250","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-E (Control) to EY05-USS-12 (Control)","2025-11-04","2025-12-04","160"
"SSS","CN-F-Z01.EYD.S14.CW.3253","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-E (Control) to EY05-USS-15 (Control)","2025-11-04","2025-12-04","160"
"SSS","CN-F-Z01.EYD.S14.CW.3256","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-E (Control) to EY05-USS-18 (Control)","2025-11-04","2025-12-04","160"
"SSS","CN-F-Z01.EYD.S14.CW.3259","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-E (Control) to EY05-USS-21 (Control)","2025-11-04","2025-12-04","160"
"SSS","CN-F-Z01.EYD.S14.CW.3262","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-E (Control) to EY05-USS-24 (Control)","2025-11-04","2025-12-04","160"
"USS YARD","CN-F-Z01.EYD.S14.L2.3373","L2 QC Electrical Install-EY05-USS-11 (Control)","2025-11-04","2025-11-06","16"
"USS YARD","642327061","Cable Tray Rack Loose Set-USS-06,USS 6-LV","2025-11-04","2025-11-05","8"
"USS YARD","352363715","Hard set rack & cable tray-USS-04,USS 4-LV","2025-11-04","2025-11-13","56"
"MCP","790364049","Roofing Membrane Install-MCP CTR 01,BUILDOUT","2025-11-04","2025-11-11","40"
"MCP","118374915","CT Stair Install-MCP CTR 06,BUILDOUT","2025-11-04","2025-11-10","32"
"USS YARD","395311604","Grounding 1703,1704,1705-USS-04,USS-4 XMFR","2025-11-04","2025-11-07","24"
"MYD","944361142","CN-F-Z01.MYD.S21.PDC-1.1728-USS-06,USS 6-RMU","2025-11-04","2025-11-05","8"
"EYD","CON-8190","EYD2-Install/Terminate Electrical Yard Security Devices/IDFs,Pull Cable/Terminate Panel","2025-11-05","2026-01-06","320"
"EYD","CON-7605-BB","EYD2-SSS2 A/B Fitout","2025-11-05","2025-12-05","160"
"EYD","CON-7855-BB","EYD2-GPS2 Fitout","2025-11-05","2025-12-05","160"
"DCH","CON-7885","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 16","2025-11-05","2025-11-07","16"
"EYD","CON-8715-6","EYD1-Heavy Duty SOG TRs","2025-11-05","2025-11-12","40"
"USS YARD","CN-F-Z01.DCH.S18.TB.2057","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-24 to TAPBOX-33BOT","2025-11-05","2025-11-07","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2058","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-24 to TAPBOX-35BOT","2025-11-05","2025-11-07","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2059","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-24 to TAPBOX-36BOT","2025-11-05","2025-11-07","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.720","L2 QC Electrical Install-EY05-SWGR-USS-23","2025-11-05","2025-11-07","16"
"EYD","CN-F-Z02.EYD.S14.SSS-F.1043","Complete Pathway to EY06-PACK-SSS-F-AC-3 in Zone 2 EYD","2025-11-05","2025-11-07","16"
"GPS","CN-F-Z02.EYD.S14.SSS-E.1076","Pull & Test MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-GPS","2025-11-05","2025-11-19","80"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1077","Pull & Test MV Feeder from SUBE-BUS-E to EY06-SWGR-SSS-F","2025-11-05","2025-11-19","80"
"SSS","CN-F-Z02.EYD.S14.USS-20.1139","Pull & Test MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-20","2025-11-05","2025-11-06","8"
"SSS","CN-F-Z02.EYD.S14.USS-21.1142","Pull & Test MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-21","2025-11-05","2025-11-06","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-22.1145","Pull & Test MV Feeder from EY06-SWGR-RMU-USS-21 to EY06-SWGR-RMU-USS-22","2025-11-05","2025-11-06","8"
"SSS","CN-F-Z02.EYD.S14.USS-23.1148","Pull & Test MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-23","2025-11-05","2025-11-06","8"
"SSS","CN-F-Z02.EYD.S14.USS-24.1151","Pull & Test MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-24","2025-11-05","2025-11-06","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-25.1154","Pull & Test MV Feeder from EY06-SWGR-RMU-USS-24 to EY06-SWGR-RMU-USS-25","2025-11-05","2025-11-06","8"
"SSS","CN-F-Z02.EYD.S14.USS-26.1157","Pull & Test MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-26","2025-11-05","2025-11-06","8"
"SSS","CN-F-Z02.EYD.S14.SSS-E.1258","Pull & Test MV Feeder from SUBF-BUS-F to EY06-SWGR-SSS-E","2025-11-05","2025-11-19","80"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1260","Pull & Test MV Feeder from SUBF-BUS-F to EY06-SWGR-SSS-F","2025-11-05","2025-11-19","80"
"USS YARD","CN-F-Z02.EYD.S14.USS-20.1267","Pull & Test MV Feeder from EY06-SWGR-RMU-USS-20 to EY06-SWGR-RMU-USS-19","2025-11-05","2025-11-06","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-23.1268","Pull & Test MV Feeder from EY06-SWGR-RMU-USS-23 to EY06-SWGR-RMU-USS-22","2025-11-05","2025-11-06","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-26.1270","Pull & Test MV Feeder from EY06-SWGR-RMU-USS-26 to EY06-SWGR-RMU-USS-25","2025-11-05","2025-11-06","8"
"USS YARD","CN-F-Z01.MYD.S21.USS-4.1738","Pull & Test MV Feeder from MY05-SWGR-RMU-USS-CUB-4 to MY05-XFMR-USS-CUB-4 (FROM INTACK)","2025-11-05","2025-11-06","8"
"GPS","CN-F-Z01.EYD.S14.EYD.0002","Install Cable Tray from Z1 EY-05-GEN 8-12 to GPS-1","2025-11-05","2025-11-11","32"
"USS YARD","642372837","Set PDC-USS-06,USS 6-LV","2025-11-05","2025-11-06","8"
"DCH","998296783","DCH1-Fire Riser 1-524-Set EUH","2025-11-05","2025-11-06","8"
"EYD","CON-BB-4745","EYD2-RMU to SSS-E Control Pulls","2025-11-05","2025-12-05","160"
"EYD","CON-BB-4785","EYD2-RMU to SSS-F Control Pulls","2025-11-05","2025-12-05","160"
"MYD","CX-10494","MYD1-MCP-06 Fiber Complete (Includes MAC patching to/from Nun) & NUN to NUN","2025-11-06","2025-11-13","40"
"SSS","CN-F-Z02.EYD.S14.USS-20.1316","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-20 at EY06-SWGR-RMU-USS-20","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-21.1318","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-21 at EY06-SWGR-RMU-USS-21","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-22.1320","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-21 to EY06-SWGR-RMU-USS-22 at EY06-SWGR-RMU-USS-22","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-23.1322","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-23 at EY06-SWGR-RMU-USS-23","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-24.1324","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-24 at EY06-SWGR-RMU-USS-24","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-25.1326","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-24 to EY06-SWGR-RMU-USS-25 at EY06-SWGR-RMU-USS-25","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-26.1328","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-26 at EY06-SWGR-RMU-USS-26","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-20.1391","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-20 at EY06-SWGR-SSS-F","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-21.1393","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-21 at EY06-SWGR-SSS-E","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-22.1395","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-21 to EY06-SWGR-RMU-USS-22 at EY06-SWGR-RMU-USS-21","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-23.1397","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-23 at EY06-SWGR-SSS-F","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-24.1399","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-24 at EY06-SWGR-SSS-E","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-25.1401","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-24 to EY06-SWGR-RMU-USS-25 at EY06-SWGR-RMU-USS-24","2025-11-06","2025-11-07","8"
"SSS","CN-F-Z02.EYD.S14.USS-26.1403","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-26 at EY06-SWGR-SSS-F","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-20.1432","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-20 to EY06-SWGR-RMU-USS-19 at EY06-SWGR-RMU-USS-19","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-22.1433","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-23 to EY06-SWGR-RMU-USS-22 at EY06-SWGR-RMU-USS-22","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-26.1435","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-26 to EY06-SWGR-RMU-USS-25 at EY06-SWGR-RMU-USS-25","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-20.1445","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-20 to EY06-SWGR-RMU-USS-19 at EY06-SWGR-RMU-USS-20","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-22.1446","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-23 to EY06-SWGR-RMU-USS-22 at EY06-SWGR-RMU-USS-23","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-25.1448","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-26 to EY06-SWGR-RMU-USS-25 at EY06-SWGR-RMU-USS-26","2025-11-06","2025-11-07","8"
"MYD","CN-F-Z01.MYD.S21.USS-6.1707","Ground MY05-XFMR-USS-CUB-6 in Zone 1 MYD","2025-11-06","2025-11-07","8"
"MYD","CN-F-Z01.MYD.S21.USS-6.1708","Ground MY05-SWGR-USS-CUB-6 in Zone 1 MYD","2025-11-06","2025-11-07","8"
"MYD","CN-F-Z01.MYD.S21.USS-6.1723","Complete Pathway to MY05-SWGR-USS-CUB-6 in Zone 1 MYD","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z01.MYD.S21.USS-4.1785","Term & Torque MV Feeder from MY05-SWGR-RMU-USS-CUB-4 to MY05-XFMR-USS-CUB-4 at MY05-XFMR-USS-CUB-4","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z01.MYD.S21.USS-4.1795","Term & Torque MV Feeder from MY05-SWGR-RMU-USS-CUB-4 to MY05-XFMR-USS-CUB-4 at MY05-SWGR-RMU-USS-CUB-4","2025-11-06","2025-11-11","24"
"USS YARD","CN-F-Z02.EYD.S14.CW.3286","Pull,Term,Test & Torque Feeder from EY06-USS-21 (Control) to EY06-USS-22 (Control)","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.CW.3289","Pull,Term,Test & Torque Feeder from EY06-USS-24 (Control) to EY06-USS-25 (Control)","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.CW.3352","Pull,Term,Test & Torque Feeder from EY06-USS-20 (Control) to EY06-USS-19 (Control)","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.CW.3353","Pull,Term,Test & Torque Feeder from EY06-USS-23 (Control) to EY06-USS-22 (Control)","2025-11-06","2025-11-07","8"
"USS YARD","CN-F-Z02.EYD.S14.CW.3354","Pull,Term,Test & Torque Feeder from EY06-USS-26 (Control) to EY06-USS-25 (Control)","2025-11-06","2025-11-07","8"
"MYD","CN-F-Z01.MYD.USS.04","MYD Zone 1 USS 04 Install Trestle Steel","2025-11-06","2025-11-13","40"
"USS YARD","842370929","Term PDC 1+2 to FPH-USS-01,USS 1-LV","2025-11-06","2025-11-10","16"
"USS YARD","642388952","Set LV-01-USS-06,USS 6-LV","2025-11-06","2025-11-07","8"
"DCH","998296773","DCH1-Fire Riser 1-524-Install Finishes","2025-11-06","2025-11-07","8"
"DCH","CON-7935","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 17","2025-11-09","2025-11-11","16"
"MYD","CON-8715-19","MYD1-MUP SOG","2025-11-09","2025-11-13","32"
"DCH","019090386","DCH2-Fire Riser 1-571-Prime,1st,& Final Coat Paint","2025-11-09","2025-11-12","24"
"USS YARD","CX-F-Z01.EYD.S14.L2.723","L2 QC Electrical Install-EY05-SWGR-USS-24","2025-11-09","2025-11-11","16"
"DCH","CN-F-Z01.DCH.S39.HA-10.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-10 in Room 1-500-Zone 1 DCH","2025-11-09","2025-11-11","16"
"DCH","CN-F-Z01.DCH.S39.HA-11.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-11 in Room 1-500-Zone 1 DCH","2025-11-09","2025-11-11","16"
"DCH","CN-F-Z01.DCH.S39.HA-12.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-12 in Room 1-500-Zone 1 DCH","2025-11-09","2025-11-11","16"
"MCP","CN-F-Z01.MYD.S24.PDC-2.1735","Pull,Term,Test & Torque Feeder from MY05-PDC-CUB-2 to MCP2-Chiller","2025-11-09","2025-11-14","40"
"USS YARD","CN-F-Z01.DCH.S18.TB.147","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-25 to TAPBOX-37BOT","2025-11-09","2025-11-14","40"
"USS YARD","CN-F-Z01.DCH.S18.TB.151","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-25 to TAPBOX-38TOP","2025-11-09","2025-11-14","40"
"USS YARD","CN-F-Z02.EYD.S14.L2.3407","L2 QC Electrical Install-EY06-USS-19 (Control)","2025-11-09","2025-11-11","16"
"USS YARD","CN-F-Z02.EYD.S14.L2.3410","L2 QC Electrical Install-EY06-USS-22 (Control)","2025-11-09","2025-11-11","16"
"USS YARD","CN-F-Z02.EYD.S14.L2.3413","L2 QC Electrical Install-EY06-USS-25 (Control)","2025-11-09","2025-11-11","16"
"USS YARD","204350178","Set XFMR-USS-06,USS 6-XMFR","2025-11-09","2025-11-10","8"
"Fire Pump House","719342299","Set FPH Enclosure-FIRE PUMPHOUSE,BUILDOUT","2025-11-09","2025-11-10","8"
"MCP","588311157","Install EFL / F-MCP CTR 04,BUILDOUT","2025-11-09","2025-11-13","32"
"USS YARD","116376333","BDC for MY-01-USS-02,USS 2-LV","2025-11-09","2025-11-14","40"
"MCP","588320894","Basin Heater Conduits-MCP CTR 04,BUILDOUT","2025-11-09","2025-11-13","32"
"EYD","CON-BB-5355","EYD2-S14 Gen to GPS 480 Pulls Group 3","2025-11-09","2025-11-13","32"
"MYD","CN-F-Z01.MYD.S21.USS-6.1722","Complete Pathway to MY05-XFMR-USS-CUB-6 in Zone 1 MYD","2025-11-10","2025-11-11","8"
"MCP","CX-F-Z01.MYD.S24.L2.1813","L2 QC Electrical Install-MCP1-BDC","2025-11-10","2025-11-12","16"
"SSS","CN-F-Z02.EYD.S14.PRN.075","Splice & Test PRN Fiber at EY06-SSS-E","2025-11-10","2025-12-08","144"
"SSS","CN-F-Z02.EYD.S14.PRN.076","Splice & Test PRN Fiber at EY06-SSS-F","2025-11-10","2025-12-08","144"
"USS YARD","944390276","Set RMU-USS-06,USS 6-RMU","2025-11-10","2025-11-11","8"
"MCP","101375710","610 Motor Wire Pulls-MCP CTR 02,BUILDOUT","2025-11-10","2025-11-12","16"
"MCP","118360970","610 Motor Heater Conduit-MCP CTR 06,BUILDOUT","2025-11-10","2025-11-14","32"
"USS YARD","842366221","Torque PDC 1+2 to FPH-USS-01,USS 1-LV","2025-11-10","2025-11-11","8"
"MCP","101344688","610 Motor Heater Wire Pulls-MCP CTR 02,BUILDOUT","2025-11-10","2025-11-12","16"
"Fire Pump House","719361049","Connections-FIRE PUMPHOUSE,BUILDOUT","2025-11-10","2025-11-17","40"
"MCP","118328772","610 Motor Conduit-MCP CTR 06,BUILDOUT","2025-11-10","2025-11-14","32"
"Fire Pump House","719317637","Roof Penetration-FIRE PUMPHOUSE,BUILDOUT","2025-11-10","2025-11-11","8"
"MCP","118348305","MCP Electrical Interconnects-MCP CTR 06,BUILDOUT","2025-11-10","2025-12-03","120"
"DCH","CON-7980","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 18","2025-11-11","2025-11-13","16"
"USS YARD","CN-F-Z01.EYD.S14.USS-25.494","Term & Torque MV Feeder from EY05-SWGR-RMU-25 to EY05-XFMR-USS-25 at EY05-XFMR-USS-25","2025-11-11","2025-12-04","120"
"USS YARD","CN-F-Z01.EYD.S14.USS-25.573","Term & Torque MV Feeder from EY05-SWGR-RMU-25 to EY05-XFMR-USS-25 at EY05-SWGR-RMU-25","2025-11-11","2025-12-04","120"
"DCH","CN-F-Z01.DCH.S39.HA-10.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-10 in Room 1-500-Zone 1 DCH","2025-11-11","2025-11-13","16"
"DCH","CN-F-Z01.DCH.S39.HA-11.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-11 in Room 1-500-Zone 1 DCH","2025-11-11","2025-11-13","16"
"DCH","CN-F-Z01.DCH.S39.HA-12.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-12 in Room 1-500-Zone 1 DCH","2025-11-11","2025-11-13","16"
"DCH","CN-F-Z02.DCH.S39.HA-32.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-32 in Room 1-550-Zone 2 DCH","2025-11-11","2025-11-13","16"
"DCH","CN-F-Z02.DCH.S39.HA-33.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-33 in Room 1-550-Zone 2 DCH","2025-11-11","2025-11-13","16"
"DCH","CN-F-Z02.DCH.S39.HA-34.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-34 in Room 1-550-Zone 2 DCH","2025-11-11","2025-11-13","16"
"SSS","CX-F-Z02.EYD.S14.L2.1626","L2 QC Electrical Install-EY06-PACK-SSS-F-AC-3","2025-11-11","2025-11-13","16"
"MYD","CN-F-Z01.MYD.S21.USS-6.1706","Ground MY05-SWGR-RMU-USS-CUB-6 in Zone 1 MYD","2025-11-11","2025-11-12","8"
"MYD","CN-F-Z01.MYD.S21.USS-6.1721","Complete Pathway to MY05-SWGR-RMU-USS-CUB-6 in Zone 1 MYD","2025-11-11","2025-11-12","8"
"USS YARD","CN-F-Z01.MYD.S24.USS-6.1744","Pull,Term,Test & Torque Feeder from MY05-XFMR-USS-CUB-6 to MY05-SWGR-USS-CUB-6","2025-11-11","2025-11-18","40"
"USS YARD","CX-F-Z01.MYD.S21.L2.1820","L2 QC Electrical Install-MY05-XFMR-USS-CUB-4","2025-11-11","2025-11-13","16"
"USS YARD","CX-F-Z01.MYD.S21.L2.1821","L2 QC Electrical Install-MY05-SWGR-USS-CUB-4","2025-11-11","2025-11-18","40"
"GPS","CN-F-Z01.EYD.S14.EYD.0003","Install Cable Tray from Z1 EY-05-GEN 13-17 to GPS-1","2025-11-11","2025-11-17","32"
"MYD","CN-F-Z01.MYD.S24.MYD.0001","Install Trench Cable Tray at Z1 MYD MV Ring FDR Crossover Tray","2025-11-11","2025-11-13","16"
"USS YARD","642387693","Hard set rack & cable tray-USS-06,USS 6-LV","2025-11-11","2025-11-20","56"
"Fire Pump House","719321147","Roof Sealing-FIRE PUMPHOUSE,BUILDOUT","2025-11-11","2025-11-12","8"
"USS YARD","842363548","Test PDC 1+2 to FPH-USS-01,USS 1-LV","2025-11-11","2025-11-12","8"
"MCP","790337071","EFL / FG Wire Pulls-MCP CTR 01,BUILDOUT","2025-11-11","2025-11-14","24"
"USS YARD","204386198","Grounding 1706,1708,1709-USS-06,USS 6-XMFR","2025-11-11","2025-11-14","24"
"DCH","CON-8620","DCH2-Fiber Pulls-Aisles to MDA Aisles","2025-11-12","2025-12-29","240"
"DCH","019087326","DCH2-Fire Riser 1-571-Set EUH","2025-11-12","2025-11-13","8"
"USS YARD","CN-F-Z01.MYD.S21.USS-6.1743","Pull & Test MV Feeder from MY05-SWGR-RMU-USS-CUB-6 to MY05-XFMR-USS-CUB-6 (FROM INTACK)","2025-11-12","2025-11-13","8"
"MCP","101361792","EFL / FG Wire Pulls-MCP CTR 02,BUILDOUT","2025-11-12","2025-11-20","48"
"MCP","101392067","Receptacles wire pulls & terms-MCP CTR 02,BUILDOUT","2025-11-12","2025-11-20","48"
"DCH","CON-8030","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 19","2025-11-13","2025-11-17","16"
"DCH","019053679","DCH2-Fire Riser 1-571-Install Finishes","2025-11-13","2025-11-14","8"
"DCH","CN-F-Z02.DCH.S39.HA-32.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-32 in Room 1-550-Zone 2 DCH","2025-11-13","2025-11-17","16"
"DCH","CN-F-Z02.DCH.S39.HA-33.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-33 in Room 1-550-Zone 2 DCH","2025-11-13","2025-11-17","16"
"DCH","CN-F-Z02.DCH.S39.HA-34.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-34 in Room 1-550-Zone 2 DCH","2025-11-13","2025-11-17","16"
"DCH","CN-F-Z01.DCH.S36.DCH.0003","Place,Anchor,Fit-Out & Ground CCA-3 in Zone 1 DCH","2025-11-13","2025-11-14","8"
"USS YARD","CN-F-Z01.MYD.S10.PDC-2.1737","Pull & Test MV Feeder from MY05-SWGR-RMU-PDC-CUB-2 to MY05-SWGR-RMU-USS-CUB-4","2025-11-13","2025-11-18","24"
"USS YARD","CN-F-Z01.MYD.S10.USS-4.1742","Pull & Test MV Feeder from MY05-SWGR-RMU-USS-CUB-4 to MY05-SWGR-RMU-USS-CUB-6","2025-11-13","2025-11-18","24"
"USS YARD","CN-F-Z01.MYD.S21.USS-6.1787","Term & Torque MV Feeder from MY05-SWGR-RMU-USS-CUB-6 to MY05-XFMR-USS-CUB-6 at MY05-XFMR-USS-CUB-6","2025-11-13","2025-11-14","8"
"USS YARD","CN-F-Z01.MYD.S21.USS-6.1797","Term & Torque MV Feeder from MY05-SWGR-RMU-USS-CUB-6 to MY05-XFMR-USS-CUB-6 at MY05-SWGR-RMU-USS-CUB-6","2025-11-13","2025-11-18","24"
"MYD","CN-F-Z01.MYD.S24.MYD.0002","Install Cable Tray at Z1 MYD USS-04","2025-11-13","2025-12-01","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3293","Pull,Term,Test & Torque Feeder from MY05-USS-CUB-6 (Control) to MY05-USS-CUB-4 (Control)","2025-11-13","2025-11-20","40"
"USS YARD","CN-F-Z01.EYD.S14.CW.3355","Pull,Term,Test & Torque Feeder from MY05-USS-CUB-4 (Control) to MY05-PDC-2 (Control)","2025-11-13","2025-11-20","40"
"MCP","588394760","Install Conduit & CT Receptacles Conduit-MCP CTR 04,BUILDOUT","2025-11-13","2025-11-21","48"
"USS YARD","352372834","Feeder Chiller (term,test,torque)-USS-04,USS 4-LV","2025-11-13","2025-11-20","40"
"EYD","CON-BB-5365","EYD2-S14 Gen to GPS 480 Pulls Group 4","2025-11-13","2025-11-19","32"
"DCH","784023086","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Hang,Tape,& Finish Drywall","2025-11-16","2025-11-21","40"
"USS YARD","CN-F-Z01.DCH.S18.TB.2060","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-26 to TAPBOX-37TOP","2025-11-16","2025-11-21","40"
"USS YARD","CN-F-Z01.DCH.S18.TB.2061","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-26 to TAPBOX-37BOT","2025-11-16","2025-11-21","40"
"USS YARD","CX-F-Z01.EYD.S14.L2.726","L2 QC Electrical Install-EY05-SWGR-USS-25","2025-11-16","2025-11-18","16"
"MCP","CN-F-Z01.MYD.S24.PDC-2.1736","Pull,Term,Test & Torque Feeder from MY05-PDC-CUB-2 to MCP2-BDC","2025-11-16","2025-11-21","40"
"MCP","CX-F-Z01.MYD.S24.L2.1817","L2 QC Electrical Install-MCP2-Chiller","2025-11-16","2025-11-18","16"
"MYD","CN-F-Z01.MYD.S39.FRR.001","Install Fire Alarm Panels in MYD MUP Module","2025-11-16","2025-11-19","24"
"MYD","CN-F-Z01.MYD.S29.MYD.011","MYD1-Z1-Install & tape Heat Trace Wire for MCP-01","2025-11-16","2025-11-21","40"
"MCP","790368397","Heat Trace wire pulls-MCP CTR 01,BUILDOUT","2025-11-16","2025-11-24","48"
"USS YARD","116366356","Pull PDC 1+2 to FPH-USS-02,USS 2-LV","2025-11-16","2025-11-19","24"
"MCP","588338513","Install EFL / FG Fixtures-MCP CTR 04,BUILDOUT","2025-11-16","2025-11-21","40"
"MCP","118384094","Basin Heater Conduits-MCP CTR 06,BUILDOUT","2025-11-16","2025-11-20","32"
"MCP","118339573","Install EFL / F-MCP CTR 06,BUILDOUT","2025-11-16","2025-11-20","32"
"DCH","998296803","DCH1-Fire Riser 1-524-Install Fire Suppression Equipment","2025-11-16","2025-12-02","80"
"EYD","CON-BB-4685","EYD1-Perun to SSS-E MV Terms & Torques","2025-11-16","2025-11-20","32"
"EYD","CON-BB-4695","EYD1-Perun to SSS-F MV Terms & Torques","2025-11-16","2025-11-20","32"
"GPS","CN-F-Z01.EYD.S14.GEN-17.317","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-17","2025-11-17","2025-11-19","16"
"DCH","CN-F-Z01.DCH.S36.DCH.0006","Place,Anchor,Fit-Out & Ground CCB-3 in Zone 1 DCH","2025-11-17","2025-11-18","8"
"SSS","CX-F-Z02.EYD.S14.L2.1609","L2 QC Electrical Install-EY06-SWGR-SSS-E-MTS","2025-11-17","2025-11-19","16"
"SSS","CX-F-Z02.EYD.S14.L2.1610","L2 QC Electrical Install-EY06-PNL-SSS-E-RP","2025-11-17","2025-11-19","16"
"GPS","CN-F-Z02.EYD.S14.EYD.0004","Install Cable Tray from Z2 EY-06-GEN 1-7 to GPS-2","2025-11-17","2025-11-21","32"
