location,section,level / floor,trade,state,start_date,complete_date,capture_date
CORRIDOR 110,B,1,In Wall Insulation,complete,,,2025/05/30
CORRIDOR 110,B,1,Overhead Duct Insulation,in progress,,,2025/05/30
CORRIDOR 110,B,1,Overhead Duct Rough In,in progress,,,2025/05/30
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/05/30
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/05/30
CORRIDOR 110,B,1,Wall Drywall Finish,in progress,,2025/06/13,2025/05/30
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/05/30
CORRIDOR 110,B,1,In Wall Insulation,complete,,,2025/05/30
CORRIDOR 110,B,1,Overhead Duct Insulation,in progress,,,2025/05/30
CORRIDOR 110,B,1,Overhead Duct Rough In,in progress,,,2025/05/30
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/05/30
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/05/30
CORRIDOR 110,B,1,Wall Drywall Finish,in progress,,2025/06/13,2025/05/30
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/05/30
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/06/06
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/06/06
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/06/06
CORRIDOR 110,B,1,Overhead Plumbing,no capture,,,2025/06/06
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/06/06
CORRIDOR 110,B,1,Wall Drywall Finish,in progress,,2025/06/13,2025/06/06
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/06/06
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/06/06
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/06/06
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/06/06
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/06/06
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/06/06
CORRIDOR 110,B,1,Wall Drywall Finish,in progress,,2025/06/13,2025/06/06
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/06/06
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/06/13
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/06/13
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/06/13
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/06/13
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/06/13
CORRIDOR 110,B,1,Wall Drywall Finish,in progress,,2025/06/13,2025/06/13
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/06/13
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/06/13
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/06/13
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/06/13
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/06/13
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/06/13
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/06/13
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/06/13
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/06/20
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/06/20
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/06/20
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/06/20
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/06/20
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/06/20
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/06/20
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/06/20
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/06/20
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/06/20
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/06/20
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/06/20
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/06/20
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/06/20
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/07/07
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/07/07
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/07/07
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/07/07
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/07/07
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/07/07
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/07/07
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/07/07
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/07/07
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/07/07
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/07/07
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/07/07
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/07/07
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/07/07
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/07/17
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/07/17
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/07/17
CORRIDOR 110,B,1,Overhead Plumbing,no capture,,,2025/07/17
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/07/17
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/07/17
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/07/17
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/07/17
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/07/17
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/07/17
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/07/17
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/07/17
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/07/17
CORRIDOR 110,B,1,Wall Prime Paint,in progress,2025/04/25,2025/07/25,2025/07/17
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/07/25
CORRIDOR 110,B,1,Overhead Duct Insulation,in progress,,,2025/07/25
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/07/25
CORRIDOR 110,B,1,Overhead Plumbing,no capture,,,2025/07/25
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/07/25
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/07/25
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/07/25
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/07/25
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/07/25
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/07/25
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/07/25
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/07/25
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/07/25
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/07/25
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/01
CORRIDOR 110,B,1,Overhead Duct Insulation,in progress,,,2025/08/01
CORRIDOR 110,B,1,Overhead Duct Rough In,in progress,,,2025/08/01
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/08/01
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/01
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/01
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/01
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/01
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/01
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/01
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/08/01
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/01
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/01
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/01
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/06
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/06
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/06
CORRIDOR 110,B,1,Overhead Plumbing,no capture,,,2025/08/06
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/06
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/06
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/06
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/06
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/06
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/06
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/08/06
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/06
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/06
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/06
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/08
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/08
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/08
CORRIDOR 110,B,1,Overhead Plumbing,no capture,,,2025/08/08
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/08
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/08
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/08
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/08
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/08
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/08
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/08/08
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/08
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/08
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/08
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/12
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/12
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/12
CORRIDOR 110,B,1,Overhead Plumbing,no capture,,,2025/08/12
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/12
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/12
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/12
CORRIDOR 110,B,1,In Wall Insulation,no capture,,,2025/08/12
CORRIDOR 110,B,1,Overhead Duct Insulation,no capture,,,2025/08/12
CORRIDOR 110,B,1,Overhead Duct Rough In,no capture,,,2025/08/12
CORRIDOR 110,B,1,Overhead Plumbing,in progress,,,2025/08/12
CORRIDOR 110,B,1,Wall Drywall,complete,,,2025/08/12
CORRIDOR 110,B,1,Wall Drywall Finish,complete,,2025/06/13,2025/08/12
CORRIDOR 110,B,1,Wall Prime Paint,complete,2025/04/25,2025/07/25,2025/08/12
CORRIDOR 181,D,1,Wall Drywall Finish,not started,2025/06/06,2025/06/20,2025/04/11
CORRIDOR 181,D,1,Wall Drywall,in progress,,2025/06/06,2025/04/11
CORRIDOR 181,D,1,In Wall Insulation,in progress,,2025/06/06,2025/04/11
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/04/11
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/04/11
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/04/11
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/04/11
CORRIDOR 181,D,1,Wall Drywall Finish,not started,2025/06/06,2025/06/20,2025/04/25
CORRIDOR 181,D,1,Wall Drywall,in progress,,2025/06/06,2025/04/25
CORRIDOR 181,D,1,In Wall Insulation,in progress,,2025/06/06,2025/04/25
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/04/25
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/04/25
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/04/25
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/04/25
CORRIDOR 181,D,1,Wall Drywall Finish,not started,2025/06/06,2025/06/20,2025/05/06
CORRIDOR 181,D,1,Wall Drywall,in progress,,2025/06/06,2025/05/06
CORRIDOR 181,D,1,In Wall Insulation,in progress,,2025/06/06,2025/05/06
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/05/06
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/05/06
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/05/06
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/05/06
CORRIDOR 181,D,1,Wall Drywall Finish,not started,2025/06/06,2025/06/20,2025/05/07
CORRIDOR 181,D,1,Wall Drywall,in progress,,2025/06/06,2025/05/07
CORRIDOR 181,D,1,In Wall Insulation,in progress,,2025/06/06,2025/05/07
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/05/07
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/05/07
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/05/07
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/05/07
CORRIDOR 181,D,1,Wall Drywall Finish,not started,2025/06/06,2025/06/20,2025/05/14
CORRIDOR 181,D,1,Wall Drywall,in progress,,2025/06/06,2025/05/14
CORRIDOR 181,D,1,In Wall Insulation,in progress,,2025/06/06,2025/05/14
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/05/14
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/05/14
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/05/14
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/05/14
CORRIDOR 181,D,1,In Wall Insulation,in progress,,2025/06/06,2025/05/30
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/05/30
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/05/30
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/05/30
CORRIDOR 181,D,1,Wall Drywall,in progress,,2025/06/06,2025/05/30
CORRIDOR 181,D,1,Wall Drywall Finish,not started,2025/06/06,2025/06/20,2025/05/30
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/05/30
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/06/06
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/06/06
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/06/06
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/06/06
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/06/06
CORRIDOR 181,D,1,Wall Drywall Finish,in progress,2025/06/06,2025/06/20,2025/06/06
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/06/06
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/06/13
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/06/13
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/06/13
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/06/13
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/06/13
CORRIDOR 181,D,1,Wall Drywall Finish,in progress,2025/06/06,2025/06/20,2025/06/13
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/06/13
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/06/20
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/06/20
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/06/20
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/06/20
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/06/20
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/06/20
CORRIDOR 181,D,1,Wall Prime Paint,not started,,,2025/06/20
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/07/07
CORRIDOR 181,D,1,Overhead Duct Insulation,not started,2025/07/17,,2025/07/07
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/07/07
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/07/07
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/07/07
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/07/07
CORRIDOR 181,D,1,Wall Prime Paint,complete,,,2025/07/07
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/07/17
CORRIDOR 181,D,1,Overhead Duct Insulation,in progress,2025/07/17,,2025/07/17
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/07/17
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/07/17
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/07/17
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/07/17
CORRIDOR 181,D,1,Wall Prime Paint,complete,,,2025/07/17
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/07/25
CORRIDOR 181,D,1,Overhead Duct Insulation,in progress,2025/07/17,,2025/07/25
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/07/25
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/07/25
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/07/25
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/07/25
CORRIDOR 181,D,1,Wall Prime Paint,complete,,,2025/07/25
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/08/01
CORRIDOR 181,D,1,Overhead Duct Insulation,in progress,2025/07/17,,2025/08/01
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/08/01
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/08/01
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/08/01
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/08/01
CORRIDOR 181,D,1,Wall Prime Paint,complete,,,2025/08/01
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/08/06
CORRIDOR 181,D,1,Overhead Duct Insulation,in progress,2025/07/17,,2025/08/06
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/08/06
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/08/06
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/08/06
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/08/06
CORRIDOR 181,D,1,Wall Prime Paint,complete,,,2025/08/06
CORRIDOR 181,D,1,In Wall Insulation,no capture,,2025/06/06,2025/08/08
CORRIDOR 181,D,1,Overhead Duct Insulation,no capture,2025/07/17,,2025/08/08
CORRIDOR 181,D,1,Overhead Duct Rough In,no capture,,,2025/08/08
CORRIDOR 181,D,1,Overhead Plumbing,no capture,,,2025/08/08
CORRIDOR 181,D,1,Wall Drywall,no capture,,2025/06/06,2025/08/08
CORRIDOR 181,D,1,Wall Drywall Finish,no capture,2025/06/06,2025/06/20,2025/08/08
CORRIDOR 181,D,1,Wall Prime Paint,no capture,,,2025/08/08
CORRIDOR 181,D,1,In Wall Insulation,complete,,2025/06/06,2025/08/12
CORRIDOR 181,D,1,Overhead Duct Insulation,in progress,2025/07/17,,2025/08/12
CORRIDOR 181,D,1,Overhead Duct Rough In,in progress,,,2025/08/12
CORRIDOR 181,D,1,Overhead Plumbing,in progress,,,2025/08/12
CORRIDOR 181,D,1,Wall Drywall,complete,,2025/06/06,2025/08/12
CORRIDOR 181,D,1,Wall Drywall Finish,complete,2025/06/06,2025/06/20,2025/08/12
CORRIDOR 181,D,1,Wall Prime Paint,complete,,,2025/08/12
CORRIDOR 200,A,1,Wall Drywall Finish,not started,,,2025/04/17
CORRIDOR 200,A,1,Wall Drywall,not started,,,2025/04/17
CORRIDOR 200,A,1,In Wall Insulation,not started,,,2025/04/17
CORRIDOR 200,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 200,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 200,A,1,Overhead Plumbing,in progress,,,2025/04/17
CORRIDOR 200,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 201,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 201,A,1,Wall Drywall,in progress,,,2025/04/17
CORRIDOR 201,A,1,In Wall Insulation,in progress,,,2025/04/17
CORRIDOR 201,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 201,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 201,A,1,Overhead Plumbing,in progress,,,2025/04/17
CORRIDOR 201,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 202,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 202,A,1,Wall Drywall,in progress,,,2025/04/17
CORRIDOR 202,A,1,In Wall Insulation,complete,,,2025/04/17
CORRIDOR 202,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 202,A,1,Overhead Duct Rough In,not started,,,2025/04/17
CORRIDOR 202,A,1,Overhead Plumbing,not started,,,2025/04/17
CORRIDOR 202,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 203,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 203,A,1,Wall Drywall,in progress,,,2025/04/17
CORRIDOR 203,A,1,In Wall Insulation,in progress,,,2025/04/17
CORRIDOR 203,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 203,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 203,A,1,Overhead Plumbing,not started,,,2025/04/17
CORRIDOR 203,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 204,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 204,A,1,Wall Drywall,in progress,,2025/04/17,2025/04/17
CORRIDOR 204,A,1,In Wall Insulation,complete,,,2025/04/17
CORRIDOR 204,A,1,Overhead Duct Insulation,in progress,,,2025/04/17
CORRIDOR 204,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 204,A,1,Overhead Plumbing,in progress,,,2025/04/17
CORRIDOR 204,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 204,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 204,A,1,Wall Drywall,complete,,2025/04/17,2025/04/17
CORRIDOR 204,A,1,In Wall Insulation,complete,,,2025/04/17
CORRIDOR 204,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 204,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 204,A,1,Overhead Plumbing,in progress,,,2025/04/17
CORRIDOR 204,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 214,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 214,A,1,Wall Drywall,in progress,,,2025/04/17
CORRIDOR 214,A,1,In Wall Insulation,in progress,,,2025/04/17
CORRIDOR 214,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 214,A,1,Overhead Duct Rough In,not started,,,2025/04/17
CORRIDOR 214,A,1,Overhead Plumbing,not started,,,2025/04/17
CORRIDOR 214,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 255,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 255,A,1,Wall Drywall,complete,,,2025/04/17
CORRIDOR 255,A,1,In Wall Insulation,complete,,,2025/04/17
CORRIDOR 255,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 255,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 255,A,1,Overhead Plumbing,not started,,,2025/04/17
CORRIDOR 255,A,1,Wall Prime Paint,in progress,,,2025/04/17
CORRIDOR 256,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 256,A,1,Wall Drywall,complete,,,2025/04/17
CORRIDOR 256,A,1,In Wall Insulation,complete,,,2025/04/17
CORRIDOR 256,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 256,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 256,A,1,Overhead Plumbing,in progress,,,2025/04/17
CORRIDOR 256,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR 257,A,1,Wall Drywall Finish,in progress,,,2025/04/17
CORRIDOR 257,A,1,Wall Drywall,complete,,,2025/04/17
CORRIDOR 257,A,1,In Wall Insulation,not started,,,2025/04/17
CORRIDOR 257,A,1,Overhead Duct Insulation,not started,,,2025/04/17
CORRIDOR 257,A,1,Overhead Duct Rough In,in progress,,,2025/04/17
CORRIDOR 257,A,1,Overhead Plumbing,not started,,,2025/04/17
CORRIDOR 257,A,1,Wall Prime Paint,not started,,,2025/04/17
CORRIDOR144,A,1,Wall Drywall Finish,in progress,,2025/06/06,2025/04/11
CORRIDOR144,A,1,Wall Drywall,in progress,,2025/06/06,2025/04/11
CORRIDOR144,A,1,In Wall Insulation,in progress,,2025/05/14,2025/04/11
CORRIDOR144,A,1,Overhead Duct Insulation,in progress,,,2025/04/11
CORRIDOR144,A,1,Overhead Duct Rough In,in progress,,,2025/04/11
CORRIDOR144,A,1,Overhead Plumbing,in progress,,,2025/04/11
CORRIDOR144,A,1,Wall Prime Paint,in progress,,2025/05/14,2025/04/11
CORRIDOR144,A,1,Wall Drywall Finish,in progress,,2025/06/06,2025/04/25
CORRIDOR144,A,1,Wall Drywall,in progress,,2025/06/06,2025/04/25
CORRIDOR144,A,1,In Wall Insulation,in progress,,2025/05/14,2025/04/25
CORRIDOR144,A,1,Overhead Duct Insulation,in progress,,,2025/04/25
CORRIDOR144,A,1,Overhead Duct Rough In,in progress,,,2025/04/25
CORRIDOR144,A,1,Overhead Plumbing,in progress,,,2025/04/25
CORRIDOR144,A,1,Wall Prime Paint,in progress,,2025/05/14,2025/04/25
CORRIDOR144,A,1,Wall Drywall Finish,in progress,,2025/06/06,2025/05/06
CORRIDOR144,A,1,Wall Drywall,in progress,,2025/06/06,2025/05/06
CORRIDOR144,A,1,In Wall Insulation,in progress,,2025/05/14,2025/05/06
