location,section,level / floor,trade,state,start_date,complete_date,capture_date
Room 338,A,1,Overhead Duct Rough In,complete,,,2025/05/10
Room 338,A,1,Overhead Plumbing,no capture,,,2025/05/10
Room 338,A,1,Wall Drywall,complete,,,2025/05/10
Room 338,A,1,Wall Drywall Finish,complete,,,2025/05/10
Room 338,A,1,Wall Prime Paint,complete,,,2025/05/10
Room 338,A,1,In Wall Insulation,no capture,,,2025/05/14
Room 338,A,1,Overhead Duct Insulation,complete,,,2025/05/14
Room 338,A,1,Overhead Duct Rough In,complete,,,2025/05/14
Room 338,A,1,Overhead Plumbing,no capture,,,2025/05/14
Room 338,A,1,Wall Drywall,complete,,,2025/05/14
Room 338,A,1,Wall Drywall Finish,complete,,,2025/05/14
Room 338,A,1,Wall Prime Paint,complete,,,2025/05/14
Room 339,C,2,Wall Drywall Finish,not started,,,2025/01/11
Room 339,C,2,Wall Drywall,in progress,,2025/03/01,2025/01/11
Room 339,C,2,In Wall Insulation,in progress,,2025/03/01,2025/01/11
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/01/11
Room 339,C,2,Overhead Duct Rough In,in progress,,,2025/01/11
Room 339,C,2,Overhead Plumbing,not started,,,2025/01/11
Room 339,C,2,Wall Prime Paint,not started,,,2025/01/11
Room 339,C,2,Wall Drywall Finish,not started,,,2025/01/25
Room 339,C,2,Wall Drywall,in progress,,2025/03/01,2025/01/25
Room 339,C,2,In Wall Insulation,in progress,,2025/03/01,2025/01/25
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/01/25
Room 339,C,2,Overhead Duct Rough In,in progress,,,2025/01/25
Room 339,C,2,Overhead Plumbing,not started,,,2025/01/25
Room 339,C,2,Wall Prime Paint,not started,,,2025/01/25
Room 339,C,2,Wall Drywall Finish,not started,,,2025/02/05
Room 339,C,2,Wall Drywall,in progress,,2025/03/01,2025/02/05
Room 339,C,2,In Wall Insulation,in progress,,2025/03/01,2025/02/05
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/02/05
Room 339,C,2,Overhead Duct Rough In,in progress,,,2025/02/05
Room 339,C,2,Overhead Plumbing,not started,,,2025/02/05
Room 339,C,2,Wall Prime Paint,not started,,,2025/02/05
Room 339,C,2,Wall Drywall Finish,not started,,,2025/02/06
Room 339,C,2,Wall Drywall,in progress,,2025/03/01,2025/02/06
Room 339,C,2,In Wall Insulation,in progress,,2025/03/01,2025/02/06
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/02/06
Room 339,C,2,Overhead Duct Rough In,in progress,,,2025/02/06
Room 339,C,2,Overhead Plumbing,not started,,,2025/02/06
Room 339,C,2,Wall Prime Paint,not started,,,2025/02/06
Room 339,C,2,Wall Drywall Finish,not started,,,2025/02/13
Room 339,C,2,Wall Drywall,in progress,,2025/03/01,2025/02/13
Room 339,C,2,In Wall Insulation,in progress,,2025/03/01,2025/02/13
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/02/13
Room 339,C,2,Overhead Duct Rough In,in progress,,,2025/02/13
Room 339,C,2,Overhead Plumbing,not started,,,2025/02/13
Room 339,C,2,Wall Prime Paint,not started,,,2025/02/13
Room 339,C,2,In Wall Insulation,complete,,2025/03/01,2025/03/01
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/03/01
Room 339,C,2,Overhead Duct Rough In,in progress,,,2025/03/01
Room 339,C,2,Overhead Plumbing,not started,,,2025/03/01
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/03/01
Room 339,C,2,Wall Drywall Finish,not started,,,2025/03/01
Room 339,C,2,Wall Prime Paint,not started,,,2025/03/01
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/03/08
Room 339,C,2,Overhead Duct Insulation,no capture,,,2025/03/08
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/03/08
Room 339,C,2,Overhead Plumbing,no capture,,,2025/03/08
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/03/08
Room 339,C,2,Wall Drywall Finish,not started,,,2025/03/08
Room 339,C,2,Wall Prime Paint,not started,,,2025/03/08
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/03/15
Room 339,C,2,Overhead Duct Insulation,no capture,,,2025/03/15
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/03/15
Room 339,C,2,Overhead Plumbing,no capture,,,2025/03/15
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/03/15
Room 339,C,2,Wall Drywall Finish,complete,,,2025/03/15
Room 339,C,2,Wall Prime Paint,not started,,,2025/03/15
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/03/22
Room 339,C,2,Overhead Duct Insulation,no capture,,,2025/03/22
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/03/22
Room 339,C,2,Overhead Plumbing,no capture,,,2025/03/22
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/03/22
Room 339,C,2,Wall Drywall Finish,complete,,,2025/03/22
Room 339,C,2,Wall Prime Paint,not started,,,2025/03/22
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/04/08
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/04/08
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/04/08
Room 339,C,2,Overhead Plumbing,not started,,,2025/04/08
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/04/08
Room 339,C,2,Wall Drywall Finish,complete,,,2025/04/08
Room 339,C,2,Wall Prime Paint,complete,,,2025/04/08
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/04/18
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/04/18
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/04/18
Room 339,C,2,Overhead Plumbing,not started,,,2025/04/18
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/04/18
Room 339,C,2,Wall Drywall Finish,complete,,,2025/04/18
Room 339,C,2,Wall Prime Paint,complete,,,2025/04/18
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/04/26
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/04/26
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/04/26
Room 339,C,2,Overhead Plumbing,not started,,,2025/04/26
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/04/26
Room 339,C,2,Wall Drywall Finish,complete,,,2025/04/26
Room 339,C,2,Wall Prime Paint,complete,,,2025/04/26
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/05/03
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/05/03
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/05/03
Room 339,C,2,Overhead Plumbing,not started,,,2025/05/03
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/05/03
Room 339,C,2,Wall Drywall Finish,complete,,,2025/05/03
Room 339,C,2,Wall Prime Paint,complete,,,2025/05/03
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/05/08
Room 339,C,2,Overhead Duct Insulation,in progress,,,2025/05/08
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/05/08
Room 339,C,2,Overhead Plumbing,no capture,,,2025/05/08
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/05/08
Room 339,C,2,Wall Drywall Finish,complete,,,2025/05/08
Room 339,C,2,Wall Prime Paint,complete,,,2025/05/08
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/05/10
Room 339,C,2,Overhead Duct Insulation,no capture,,,2025/05/10
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/05/10
Room 339,C,2,Overhead Plumbing,no capture,,,2025/05/10
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/05/10
Room 339,C,2,Wall Drywall Finish,complete,,,2025/05/10
Room 339,C,2,Wall Prime Paint,complete,,,2025/05/10
Room 339,C,2,In Wall Insulation,no capture,,2025/03/01,2025/05/14
Room 339,C,2,Overhead Duct Insulation,no capture,,,2025/05/14
Room 339,C,2,Overhead Duct Rough In,no capture,,,2025/05/14
Room 339,C,2,Overhead Plumbing,no capture,,,2025/05/14
Room 339,C,2,Wall Drywall,complete,,2025/03/01,2025/05/14
Room 339,C,2,Wall Drywall Finish,complete,,,2025/05/14
Room 339,C,2,Wall Prime Paint,complete,,,2025/05/14
Room 340,A,1,Wall Drywall Finish,no capture,2025/03/15,2025/03/22,2025/01/11
Room 340,A,1,Wall Drywall,no capture,,2025/03/15,2025/01/11
Room 340,A,1,In Wall Insulation,no capture,,2025/03/15,2025/01/11
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/01/11
Room 340,A,1,Overhead Duct Rough In,no capture,,,2025/01/11
Room 340,A,1,Overhead Plumbing,no capture,,,2025/01/11
Room 340,A,1,Wall Prime Paint,no capture,,,2025/01/11
Room 340,A,1,Wall Drywall Finish,not started,2025/03/15,2025/03/22,2025/01/25
Room 340,A,1,Wall Drywall,in progress,,2025/03/15,2025/01/25
Room 340,A,1,In Wall Insulation,in progress,,2025/03/15,2025/01/25
Room 340,A,1,Overhead Duct Insulation,not started,2025/02/05,,2025/01/25
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/01/25
Room 340,A,1,Overhead Plumbing,not started,,,2025/01/25
Room 340,A,1,Wall Prime Paint,not started,,,2025/01/25
Room 340,A,1,Wall Drywall Finish,not started,2025/03/15,2025/03/22,2025/02/05
Room 340,A,1,Wall Drywall,in progress,,2025/03/15,2025/02/05
Room 340,A,1,In Wall Insulation,in progress,,2025/03/15,2025/02/05
Room 340,A,1,Overhead Duct Insulation,in progress,2025/02/05,,2025/02/05
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/02/05
Room 340,A,1,Overhead Plumbing,not started,,,2025/02/05
Room 340,A,1,Wall Prime Paint,not started,,,2025/02/05
Room 340,A,1,Wall Drywall Finish,not started,2025/03/15,2025/03/22,2025/02/06
Room 340,A,1,Wall Drywall,in progress,,2025/03/15,2025/02/06
Room 340,A,1,In Wall Insulation,in progress,,2025/03/15,2025/02/06
Room 340,A,1,Overhead Duct Insulation,in progress,2025/02/05,,2025/02/06
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/02/06
Room 340,A,1,Overhead Plumbing,not started,,,2025/02/06
Room 340,A,1,Wall Prime Paint,not started,,,2025/02/06
Room 340,A,1,Wall Drywall Finish,not started,2025/03/15,2025/03/22,2025/02/13
Room 340,A,1,Wall Drywall,in progress,,2025/03/15,2025/02/13
Room 340,A,1,In Wall Insulation,in progress,,2025/03/15,2025/02/13
Room 340,A,1,Overhead Duct Insulation,in progress,2025/02/05,,2025/02/13
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/02/13
Room 340,A,1,Overhead Plumbing,not started,,,2025/02/13
Room 340,A,1,Wall Prime Paint,not started,,,2025/02/13
Room 340,A,1,In Wall Insulation,in progress,,2025/03/15,2025/03/01
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/03/01
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/03/01
Room 340,A,1,Overhead Plumbing,not started,,,2025/03/01
Room 340,A,1,Wall Drywall,in progress,,2025/03/15,2025/03/01
Room 340,A,1,Wall Drywall Finish,no capture,2025/03/15,2025/03/22,2025/03/01
Room 340,A,1,Wall Prime Paint,not started,,,2025/03/01
Room 340,A,1,In Wall Insulation,in progress,,2025/03/15,2025/03/08
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/03/08
Room 340,A,1,Overhead Duct Rough In,no capture,,,2025/03/08
Room 340,A,1,Overhead Plumbing,not started,,,2025/03/08
Room 340,A,1,Wall Drywall,in progress,,2025/03/15,2025/03/08
Room 340,A,1,Wall Drywall Finish,not started,2025/03/15,2025/03/22,2025/03/08
Room 340,A,1,Wall Prime Paint,not started,,,2025/03/08
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/03/15
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/03/15
Room 340,A,1,Overhead Duct Rough In,no capture,,,2025/03/15
Room 340,A,1,Overhead Plumbing,not started,,,2025/03/15
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/03/15
Room 340,A,1,Wall Drywall Finish,in progress,2025/03/15,2025/03/22,2025/03/15
Room 340,A,1,Wall Prime Paint,not started,,,2025/03/15
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/03/22
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/03/22
Room 340,A,1,Overhead Duct Rough In,no capture,,,2025/03/22
Room 340,A,1,Overhead Plumbing,not started,,,2025/03/22
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/03/22
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/03/22
Room 340,A,1,Wall Prime Paint,not started,,,2025/03/22
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/04/08
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/04/08
Room 340,A,1,Overhead Duct Rough In,no capture,,,2025/04/08
Room 340,A,1,Overhead Plumbing,not started,,,2025/04/08
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/04/08
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/04/08
Room 340,A,1,Wall Prime Paint,complete,,,2025/04/08
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/04/18
Room 340,A,1,Overhead Duct Insulation,in progress,2025/02/05,,2025/04/18
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/04/18
Room 340,A,1,Overhead Plumbing,not started,,,2025/04/18
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/04/18
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/04/18
Room 340,A,1,Wall Prime Paint,complete,,,2025/04/18
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/04/26
Room 340,A,1,Overhead Duct Insulation,in progress,2025/02/05,,2025/04/26
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/04/26
Room 340,A,1,Overhead Plumbing,not started,,,2025/04/26
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/04/26
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/04/26
Room 340,A,1,Wall Prime Paint,complete,,,2025/04/26
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/05/03
Room 340,A,1,Overhead Duct Insulation,in progress,2025/02/05,,2025/05/03
Room 340,A,1,Overhead Duct Rough In,in progress,,,2025/05/03
Room 340,A,1,Overhead Plumbing,not started,,,2025/05/03
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/05/03
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/05/03
Room 340,A,1,Wall Prime Paint,complete,,,2025/05/03
Room 340,A,1,In Wall Insulation,no capture,,2025/03/15,2025/05/08
Room 340,A,1,Overhead Duct Insulation,no capture,2025/02/05,,2025/05/08
Room 340,A,1,Overhead Duct Rough In,no capture,,,2025/05/08
Room 340,A,1,Overhead Plumbing,no capture,,,2025/05/08
Room 340,A,1,Wall Drywall,no capture,,2025/03/15,2025/05/08
Room 340,A,1,Wall Drywall Finish,no capture,2025/03/15,2025/03/22,2025/05/08
Room 340,A,1,Wall Prime Paint,complete,,,2025/05/08
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/05/10
Room 340,A,1,Overhead Duct Insulation,complete,2025/02/05,,2025/05/10
Room 340,A,1,Overhead Duct Rough In,complete,,,2025/05/10
Room 340,A,1,Overhead Plumbing,not started,,,2025/05/10
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/05/10
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/05/10
Room 340,A,1,Wall Prime Paint,complete,,,2025/05/10
Room 340,A,1,In Wall Insulation,complete,,2025/03/15,2025/05/14
Room 340,A,1,Overhead Duct Insulation,complete,2025/02/05,,2025/05/14
Room 340,A,1,Overhead Duct Rough In,complete,,,2025/05/14
Room 340,A,1,Overhead Plumbing,not started,,,2025/05/14
Room 340,A,1,Wall Drywall,complete,,2025/03/15,2025/05/14
Room 340,A,1,Wall Drywall Finish,complete,2025/03/15,2025/03/22,2025/05/14
Room 340,A,1,Wall Prime Paint,complete,,,2025/05/14
Room 341,C,2,Wall Drywall Finish,in progress,,,2025/01/17
Room 341,C,2,Wall Drywall,in progress,,,2025/01/17
Room 341,C,2,In Wall Insulation,in progress,,,2025/01/17
Room 341,C,2,Overhead Duct Insulation,not started,,,2025/01/17
Room 341,C,2,Overhead Duct Rough In,not started,,,2025/01/17
Room 341,C,2,Overhead Plumbing,in progress,,,2025/01/17
Room 341,C,2,Wall Prime Paint,not started,,,2025/01/17
Room 342,C,2,Wall Drywall Finish,in progress,,,2025/01/17
Room 342,C,2,Wall Drywall,in progress,,,2025/01/17
Room 342,C,2,In Wall Insulation,in progress,,,2025/01/17
Room 342,C,2,Overhead Duct Insulation,not started,,,2025/01/17
Room 342,C,2,Overhead Duct Rough In,not started,,,2025/01/17
Room 342,C,2,Overhead Plumbing,not started,,,2025/01/17
Room 342,C,2,Wall Prime Paint,not started,,,2025/01/17
Room 343,A,2,Wall Drywall Finish,in progress,,,2025/01/17
Room 343,A,2,Wall Drywall,complete,,,2025/01/17
Room 343,A,2,In Wall Insulation,complete,,,2025/01/17
Room 343,A,2,Overhead Duct Insulation,not started,,,2025/01/17
Room 343,A,2,Overhead Duct Rough In,in progress,,,2025/01/17
Room 343,A,2,Overhead Plumbing,in progress,,,2025/01/17
Room 343,A,2,Wall Prime Paint,in progress,,,2025/01/17
Room 344,A,1,Wall Drywall Finish,no capture,,,2025/01/11
Room 344,A,1,Wall Drywall,no capture,,,2025/01/11
Room 344,A,1,In Wall Insulation,no capture,,,2025/01/11
Room 344,A,1,Overhead Duct Insulation,no capture,,2025/05/03,2025/01/11
Room 344,A,1,Overhead Duct Rough In,no capture,,2025/05/08,2025/01/11
Room 344,A,1,Overhead Plumbing,no capture,,,2025/01/11
Room 344,A,1,Wall Prime Paint,no capture,,,2025/01/11
Room 344,A,1,Wall Drywall Finish,complete,,,2025/01/25
Room 344,A,1,Wall Drywall,complete,,,2025/01/25
Room 344,A,1,In Wall Insulation,complete,,,2025/01/25
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/01/25
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/01/25
Room 344,A,1,Overhead Plumbing,not started,,,2025/01/25
Room 344,A,1,Wall Prime Paint,complete,,,2025/01/25
Room 344,A,1,Wall Drywall Finish,complete,,,2025/02/05
Room 344,A,1,Wall Drywall,complete,,,2025/02/05
Room 344,A,1,In Wall Insulation,complete,,,2025/02/05
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/02/05
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/02/05
Room 344,A,1,Overhead Plumbing,not started,,,2025/02/05
Room 344,A,1,Wall Prime Paint,complete,,,2025/02/05
Room 344,A,1,Wall Drywall Finish,complete,,,2025/02/06
Room 344,A,1,Wall Drywall,complete,,,2025/02/06
Room 344,A,1,In Wall Insulation,complete,,,2025/02/06
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/02/06
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/02/06
Room 344,A,1,Overhead Plumbing,not started,,,2025/02/06
Room 344,A,1,Wall Prime Paint,complete,,,2025/02/06
Room 344,A,1,Wall Drywall Finish,complete,,,2025/02/13
Room 344,A,1,Wall Drywall,complete,,,2025/02/13
Room 344,A,1,In Wall Insulation,complete,,,2025/02/13
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/02/13
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/02/13
Room 344,A,1,Overhead Plumbing,not started,,,2025/02/13
Room 344,A,1,Wall Prime Paint,complete,,,2025/02/13
Room 344,A,1,In Wall Insulation,complete,,,2025/03/01
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/03/01
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/03/01
Room 344,A,1,Overhead Plumbing,not started,,,2025/03/01
Room 344,A,1,Wall Drywall,complete,,,2025/03/01
Room 344,A,1,Wall Drywall Finish,complete,,,2025/03/01
Room 344,A,1,Wall Prime Paint,complete,,,2025/03/01
Room 344,A,1,In Wall Insulation,no capture,,,2025/03/08
Room 344,A,1,Overhead Duct Insulation,no capture,,2025/05/03,2025/03/08
Room 344,A,1,Overhead Duct Rough In,no capture,,2025/05/08,2025/03/08
Room 344,A,1,Overhead Plumbing,not started,,,2025/03/08
Room 344,A,1,Wall Drywall,complete,,,2025/03/08
Room 344,A,1,Wall Drywall Finish,complete,,,2025/03/08
Room 344,A,1,Wall Prime Paint,complete,,,2025/03/08
Room 344,A,1,In Wall Insulation,no capture,,,2025/03/15
Room 344,A,1,Overhead Duct Insulation,no capture,,2025/05/03,2025/03/15
Room 344,A,1,Overhead Duct Rough In,no capture,,2025/05/08,2025/03/15
Room 344,A,1,Overhead Plumbing,not started,,,2025/03/15
Room 344,A,1,Wall Drywall,complete,,,2025/03/15
Room 344,A,1,Wall Drywall Finish,complete,,,2025/03/15
Room 344,A,1,Wall Prime Paint,complete,,,2025/03/15
Room 344,A,1,In Wall Insulation,no capture,,,2025/03/22
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/03/22
Room 344,A,1,Overhead Duct Rough In,no capture,,2025/05/08,2025/03/22
Room 344,A,1,Overhead Plumbing,not started,,,2025/03/22
Room 344,A,1,Wall Drywall,complete,,,2025/03/22
Room 344,A,1,Wall Drywall Finish,complete,,,2025/03/22
Room 344,A,1,Wall Prime Paint,complete,,,2025/03/22
Room 344,A,1,In Wall Insulation,no capture,,,2025/04/08
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/04/08
Room 344,A,1,Overhead Duct Rough In,no capture,,2025/05/08,2025/04/08
Room 344,A,1,Overhead Plumbing,not started,,,2025/04/08
Room 344,A,1,Wall Drywall,complete,,,2025/04/08
Room 344,A,1,Wall Drywall Finish,complete,,,2025/04/08
Room 344,A,1,Wall Prime Paint,complete,,,2025/04/08
Room 344,A,1,In Wall Insulation,no capture,,,2025/04/18
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/04/18
Room 344,A,1,Overhead Duct Rough In,no capture,,2025/05/08,2025/04/18
Room 344,A,1,Overhead Plumbing,not started,,,2025/04/18
Room 344,A,1,Wall Drywall,complete,,,2025/04/18
Room 344,A,1,Wall Drywall Finish,complete,,,2025/04/18
Room 344,A,1,Wall Prime Paint,complete,,,2025/04/18
Room 344,A,1,In Wall Insulation,no capture,,,2025/04/26
Room 344,A,1,Overhead Duct Insulation,in progress,,2025/05/03,2025/04/26
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/04/26
Room 344,A,1,Overhead Plumbing,not started,,,2025/04/26
Room 344,A,1,Wall Drywall,complete,,,2025/04/26
Room 344,A,1,Wall Drywall Finish,complete,,,2025/04/26
Room 344,A,1,Wall Prime Paint,complete,,,2025/04/26
Room 344,A,1,In Wall Insulation,no capture,,,2025/05/03
Room 344,A,1,Overhead Duct Insulation,complete,,2025/05/03,2025/05/03
Room 344,A,1,Overhead Duct Rough In,in progress,,2025/05/08,2025/05/03
Room 344,A,1,Overhead Plumbing,not started,,,2025/05/03
Room 344,A,1,Wall Drywall,complete,,,2025/05/03
Room 344,A,1,Wall Drywall Finish,complete,,,2025/05/03
Room 344,A,1,Wall Prime Paint,complete,,,2025/05/03
Room 344,A,1,In Wall Insulation,no capture,,,2025/05/08
Room 344,A,1,Overhead Duct Insulation,complete,,2025/05/03,2025/05/08
Room 344,A,1,Overhead Duct Rough In,complete,,2025/05/08,2025/05/08
Room 344,A,1,Overhead Plumbing,complete,,,2025/05/08
Room 344,A,1,Wall Drywall,complete,,,2025/05/08
Room 344,A,1,Wall Drywall Finish,complete,,,2025/05/08
Room 344,A,1,Wall Prime Paint,complete,,,2025/05/08
Room 344,A,1,In Wall Insulation,no capture,,,2025/05/10
Room 344,A,1,Overhead Duct Insulation,complete,,2025/05/03,2025/05/10
Room 344,A,1,Overhead Duct Rough In,complete,,2025/05/08,2025/05/10
Room 344,A,1,Overhead Plumbing,complete,,,2025/05/10
Room 344,A,1,Wall Drywall,complete,,,2025/05/10
Room 344,A,1,Wall Drywall Finish,complete,,,2025/05/10
Room 344,A,1,Wall Prime Paint,complete,,,2025/05/10
Room 344,A,1,In Wall Insulation,no capture,,,2025/05/14
Room 344,A,1,Overhead Duct Insulation,complete,,2025/05/03,2025/05/14
Room 344,A,1,Overhead Duct Rough In,complete,,2025/05/08,2025/05/14
Room 344,A,1,Overhead Plumbing,complete,,,2025/05/14
Room 344,A,1,Wall Drywall,complete,,,2025/05/14
Room 344,A,1,Wall Drywall Finish,complete,,,2025/05/14
Room 344,A,1,Wall Prime Paint,complete,,,2025/05/14
Room 345,A,1,Wall Drywall Finish,complete,,,2025/01/11
Room 345,A,1,Wall Drywall,complete,,,2025/01/11
Room 345,A,1,In Wall Insulation,complete,,,2025/01/11
Room 345,A,1,Overhead Duct Insulation,in progress,,2025/03/22,2025/01/11
Room 345,A,1,Overhead Duct Rough In,in progress,,2025/05/03,2025/01/11
Room 345,A,1,Overhead Plumbing,not started,,,2025/01/11
Room 345,A,1,Wall Prime Paint,complete,,,2025/01/11
Room 345,A,1,Wall Drywall Finish,complete,,,2025/01/25
Room 345,A,1,Wall Drywall,complete,,,2025/01/25
Room 345,A,1,In Wall Insulation,complete,,,2025/01/25
Room 345,A,1,Overhead Duct Insulation,in progress,,2025/03/22,2025/01/25
Room 345,A,1,Overhead Duct Rough In,in progress,,2025/05/03,2025/01/25
Room 345,A,1,Overhead Plumbing,not started,,,2025/01/25
Room 345,A,1,Wall Prime Paint,complete,,,2025/01/25
Room 345,A,1,Wall Drywall Finish,complete,,,2025/02/05
Room 345,A,1,Wall Drywall,complete,,,2025/02/05
Room 345,A,1,In Wall Insulation,complete,,,2025/02/05
Room 345,A,1,Overhead Duct Insulation,in progress,,2025/03/22,2025/02/05
Room 345,A,1,Overhead Duct Rough In,in progress,,2025/05/03,2025/02/05
Room 345,A,1,Overhead Plumbing,not started,,,2025/02/05
Room 345,A,1,Wall Prime Paint,complete,,,2025/02/05
Room 345,A,1,Wall Drywall Finish,complete,,,2025/02/06
Room 345,A,1,Wall Drywall,complete,,,2025/02/06
Room 345,A,1,In Wall Insulation,complete,,,2025/02/06
Room 345,A,1,Overhead Duct Insulation,in progress,,2025/03/22,2025/02/06
Room 345,A,1,Overhead Duct Rough In,in progress,,2025/05/03,2025/02/06
Room 345,A,1,Overhead Plumbing,not started,,,2025/02/06
Room 345,A,1,Wall Prime Paint,complete,,,2025/02/06
Room 345,A,1,Wall Drywall Finish,complete,,,2025/02/13
Room 345,A,1,Wall Drywall,complete,,,2025/02/13
Room 345,A,1,In Wall Insulation,complete,,,2025/02/13
Room 345,A,1,Overhead Duct Insulation,in progress,,2025/03/22,2025/02/13
Room 345,A,1,Overhead Duct Rough In,in progress,,2025/05/03,2025/02/13
Room 345,A,1,Overhead Plumbing,not started,,,2025/02/13
Room 345,A,1,Wall Prime Paint,complete,,,2025/02/13
Room 345,A,1,In Wall Insulation,complete,,,2025/03/01
Room 345,A,1,Overhead Duct Insulation,in progress,,2025/03/22,2025/03/01
Room 345,A,1,Overhead Duct Rough In,in progress,,2025/05/03,2025/03/01
Room 345,A,1,Overhead Plumbing,not started,,,2025/03/01
Room 345,A,1,Wall Drywall,complete,,,2025/03/01
Room 345,A,1,Wall Drywall Finish,complete,,,2025/03/01
Room 345,A,1,Wall Prime Paint,complete,,,2025/03/01
